WKT;str_schl;baumgruppe
POINT (404070.7 5756977.252);03650;Quercus
POINT (404064.231 5756980.15);03680;Quercus
POINT (404056.015 5756981.618);03680;Quercus
POINT (404047.721 5756982.055);03680;Fraxinus
POINT (404407.368 5758282.032);01788;Standort
POINT (404117.261 5758133.653);01788;Baumgruppe
POINT (404104.164 5758130.319);01788;Acer
POINT (404096.941 5758128.017);01788;Tilia
POINT (404091.464 5758126.509);01788;Tilia
POINT (404066.675 5758121.763);01788;Tilia
POINT (404062.389 5758120.27);01788;Tilia
POINT (404057.563 5758118.556);01788;Carpinus
POINT (404027.94 5758107.92);01788;Carpinus
POINT (404022.098 5758105.824);01788;Carpinus
POINT (404018.765 5758104.681);01788;Carpinus
POINT (403995.809 5758093.505);01788;Tilia
POINT (404001.604 5757261.559);03680;Carpinus
POINT (404003.379 5757228.086);03680;Carpinus
POINT (404002.036 5757254.097);03680;Carpinus
POINT (406206.343 5759545.201);02265;Baum Amt62
POINT (406209.137 5759538.973);02265;Baum Amt62
POINT (406216.064 5759516.737);02265;Baum Amt62
POINT (406231.431 5759491.766);02265;Baum Amt62
POINT (406230.15 5759478.029);02265;Baum Amt62
POINT (406235.631 5759464.92);02265;Baum Amt62
POINT (406240.87 5759460.316);02265;Baum Amt62
POINT (406246.982 5759449.164);02265;Baum Amt62
POINT (406249.879 5759443.568);02265;Baum Amt62
POINT (406270.397 5759402.452);02265;Baum Amt62
POINT (406269.247 5759392.689);02265;Baum Amt62
POINT (406269.088 5759331.768);03635;Baum Amt62
POINT (406292.408 5759311.091);03635;Baum Amt62
POINT (406286.702 5759308.262);03635;Baum Amt62
POINT (406214.557 5759130.195);03635;Baum Amt62
POINT (406204.46 5759100.334);03635;Baum Amt62
POINT (406210.271 5759095.826);03635;Baum Amt62
POINT (406052.789 5759894.966);00691;Baum Amt62
POINT (406119.372 5759816.869);00691;Baum Amt62
POINT (406109.728 5759765.514);00691;Baum Amt62
POINT (406122.13 5759728.882);00691;Baum Amt62
POINT (404619.891 5757180.171);00685;Betula
POINT (405101.458 5757244.712);00025;Salix
POINT (404619.841 5757161.998);00685;Picea
POINT (405091.933 5757246.998);00025;Salix
POINT (405044.318 5757245.207);00025;Castanea
POINT (405032.094 5757245.842);00025;Castanea
POINT (405119.697 5757262.647);05460;Quercus
POINT (404478.523 5756586.355);00985;Fraxinus
POINT (404465.876 5756577.93);00985;Fraxinus
POINT (404414.283 5756574.678);00985;Acer
POINT (404404.108 5756566.098);00985;Carpinus
POINT (404458.814 5756571.052);00985;Carpinus
POINT (404422.318 5756546.282);00985;Carpinus
POINT (404391.892 5756533.493);00985;Platanus
POINT (404377.881 5756525.861);00985;Tilia
POINT (406062.453 5750106.364);02740;Quercus
POINT (405699.968 5750058.036);02740;Quercus
POINT (405400.587 5750069.244);02740;Quercus
POINT (405232.359 5750102.952);02740;Acer
POINT (405245.455 5750095.354);02740;Acer
POINT (405254.864 5750109.744);02740;Baum Amt62
POINT (405217.67 5750144.416);02740;Acer
POINT (405223.131 5750132.965);02740;Acer
POINT (405230.526 5750123.201);02740;Acer
POINT (405243.461 5750115.875);02740;Acer
POINT (405268.465 5750103.104);02740;Acer
POINT (405281.925 5750096.438);02740;Acer
POINT (405295.543 5750090.918);02740;Acer
POINT (405309.544 5750086.863);02740;Acer
POINT (406363.267 5750192.171);02740;Quercus
POINT (406160.077 5750130.76);02740;Quercus
POINT (406149.462 5750129.23);02740;Quercus
POINT (406230.073 5750137.898);02740;Quercus
POINT (406253.933 5750144.74);02740;Quercus
POINT (405495.79 5751866.71);04680;Quercus
POINT (405469.073 5751853.771);04680;Baumgruppe
POINT (405463.758 5751834.682);04680;Quercus
POINT (405488.332 5751860.288);04680;Quercus
POINT (405438.374 5751814.841);04680;Quercus
POINT (405431.115 5751789.702);04680;Quercus
POINT (405427.438 5751783.182);04680;Quercus
POINT (405472.893 5751846.192);04680;Quercus
POINT (405384.646 5751424.457);04680;Quercus
POINT (405421.464 5751248.003);04680;Quercus
POINT (405303.434 5750736.558);04680;Quercus
POINT (405288.877 5750694.189);04680;Quercus
POINT (405273.528 5750673.605);04680;Quercus
POINT (405248.242 5750656.038);04680;Quercus
POINT (405480.645 5751853.297);04680;Quercus
POINT (405255.339 5750665.886);04680;Quercus
POINT (404989.285 5757257.272);00025;Carpinus
POINT (404980.659 5757260.076);00025;Tilia
POINT (404952.243 5757259.759);05460;Fagus
POINT (404365.533 5758099.965);00500;Prunus
POINT (404360.4 5758112.03);00500;Prunus
POINT (404362.305 5758120.602);00500;Prunus
POINT (404364.21 5758128.275);00500;Prunus
POINT (404368.867 5758123.142);00500;Prunus
POINT (404321.93 5758019.373);00500;Carpinus
POINT (404343.784 5758050.911);00500;Taxus
POINT (404313.145 5758011.594);00500;Alnus
POINT (403722.484 5756144.294);06568;Baum Amt62
POINT (403716.663 5756149.067);06568;Baum Amt62
POINT (403714.626 5756144.12);06568;Baum Amt62
POINT (403713.811 5756134.632);06568;Baum Amt62
POINT (403705.487 5756127.414);06568;Baum Amt62
POINT (403700.947 5756123.805);06568;Baum Amt62
POINT (403686.104 5756122.408);06568;Baum Amt62
POINT (403669.398 5756109.66);06568;Baum Amt62
POINT (403664.159 5756102.675);06568;Baum Amt62
POINT (403646.638 5756098.368);06568;Baum Amt62
POINT (403637.965 5756094.759);06568;Baum Amt62
POINT (403613.518 5756087.89);06568;Baum Amt62
POINT (403626.731 5756089.636);06568;Baum Amt62
POINT (403593.552 5756085.154);06568;Baum Amt62
POINT (403585.752 5756083.583);06568;Baum Amt62
POINT (403578.767 5756083.117);06568;Baum Amt62
POINT (403541.281 5756060.241);06568;Baum Amt62
POINT (403547.917 5756067.226);06568;Baum Amt62
POINT (403543.027 5756074.968);06568;Baum Amt62
POINT (403548.499 5756081.138);06568;Baum Amt62
POINT (403555.251 5756082.942);06568;Baum Amt62
POINT (403572.772 5756080.148);06568;Baum Amt62
POINT (403575.799 5756081.72);06568;Baum Amt62
POINT (403533.714 5756053.838);06568;Baum Amt62
POINT (403519.045 5756053.78);06568;Baum Amt62
POINT (403522.771 5756043.477);06568;Baum Amt62
POINT (403515.087 5756039.17);06568;Baum Amt62
POINT (403509.732 5756036.434);06568;Baum Amt62
POINT (403497.799 5756033.756);06568;Baum Amt62
POINT (403494.947 5756046.504);06568;Baum Amt62
POINT (403508.51 5756045.864);06568;Baum Amt62
POINT (403480.628 5756031.37);06568;Baum Amt62
POINT (403462.991 5756042.546);06568;Baum Amt62
POINT (404071.724 5756492.574);06568;Baum Amt62
POINT (404063.677 5756483.879);06568;Baum Amt62
POINT (404053.208 5756463.107);06568;Carpinus
POINT (404035.913 5756451.103);06568;Baum Amt62
POINT (404044.185 5756458.843);06568;Acer
POINT (404002.361 5757247.23);03680;Carpinus
POINT (404002.415 5757244.688);03680;Carpinus
POINT (404000.242 5756827.404);03680;Tilia
POINT (403994.881 5756881.657);03680;Acer
POINT (403996.99 5756850.399);03680;Carpinus
POINT (403986.989 5757331.095);03680;Carpinus
POINT (403980.163 5757390.15);03680;Carpinus
POINT (406846.438 5757232.174);01615;Baum Amt62
POINT (406874.543 5757236.448);01615;Baum Amt62
POINT (406765.835 5757198.035);01615;Baum Amt62
POINT (406733.989 5757180.538);01615;Baum Amt62
POINT (406712.085 5757161.017);01615;Baum Amt62
POINT (406792.552 5757202.173);01615;Baum Amt62
POINT (406822.913 5757214.992);01615;Baum Amt62
POINT (406679.34 5757150.582);01615;Baum Amt62
POINT (406787.394 5757020.901);01845;Pyrus
POINT (406740.026 5756947.09);01845;Alnus
POINT (406760.866 5756979.894);01845;Pyrus
POINT (406739.347 5756938.515);01845;Alnus
POINT (406744.762 5756830.112);01845;Crataegus
POINT (406746.092 5756812.825);01845;Malus-Hybride
POINT (405916.442 5760116.281);03635;Baum Amt62
POINT (405917.922 5760127.353);03635;Baum Amt62
POINT (405927.348 5760141.856);03635;Baum Amt62
POINT (405915.49 5760148.619);03635;Baum Amt62
POINT (405923.062 5760158.001);03635;Baum Amt62
POINT (405918.871 5760167.621);03635;Baum Amt62
POINT (405913.204 5760161.715);03635;Baum Amt62
POINT (405900.25 5760170.383);03635;Baum Amt62
POINT (405909.632 5760176.813);03635;Baum Amt62
POINT (405899.25 5760182.575);03635;Baum Amt62
POINT (405901.631 5760191.433);03635;Baum Amt62
POINT (405885.962 5760188.814);03635;Baum Amt62
POINT (405881.676 5760200.816);03635;Baum Amt62
POINT (405893.535 5760198.149);03635;Baum Amt62
POINT (405890.63 5760206.864);03635;Baum Amt62
POINT (405873.913 5760209.055);03635;Baum Amt62
POINT (405881.2 5760215.246);03635;Baum Amt62
POINT (405878.58 5760226.343);03635;Baum Amt62
POINT (405883.152 5760259.633);03635;Baum Amt62
POINT (405878.771 5760236.82);03635;Baum Amt62
POINT (405888.344 5760269.253);03635;Baum Amt62
POINT (405920.729 5760196.767);04932;Baum Amt62
POINT (405918.728 5760213.77);04932;Baum Amt62
POINT (405924.3 5760217.675);04932;Baum Amt62
POINT (404641.335 5759323.574);01620;Platanus
POINT (404619.45 5759323.158);01620;Standort
POINT (404363.513 5756557.485);00985;Acer
POINT (404381.647 5756564.049);00985;Carpinus
POINT (404358.057 5756565.918);00985;Acer
POINT (404358.799 5756574.288);00985;Betula
POINT (404385.407 5756583.282);00985;Carpinus
POINT (404123.714 5755963.332);01495;Acer
POINT (404093.306 5755926.001);01495;Acer
POINT (404096.35 5755911.444);01495;Quercus
POINT (404088.381 5755915.379);01495;Aesculus
POINT (404088.605 5755918.745);01495;Betula
POINT (404069.788 5755902.394);01495;Malus-Hybride
POINT (404032.551 5754899.905);07150;Quercus
POINT (404213.366 5755084.46);07150;Fraxinus
POINT (404028.365 5754891.875);07150;Quercus
POINT (403983.708 5754814.302);07150;Quercus
POINT (403992.619 5754824.647);07150;Quercus
POINT (404022.239 5754859.545);07150;Quercus
POINT (404030.569 5754869.427);07150;Quercus
POINT (408478.685 5753718.312);00105;Baum Amt62
POINT (408478.262 5753730.34);00105;Baum Amt62
POINT (408448.711 5753776.007);00105;Baum Amt62
POINT (408447.478 5753792.333);00105;Baum Amt62
POINT (408442.736 5753799.368);00105;Baum Amt62
POINT (408431.749 5753803.112);00105;Baum Amt62
POINT (408338.714 5753962.952);00105;Baum Amt62
POINT (408220.027 5754136.314);00105;Baum Amt62
POINT (404302.721 5758005.456);00500;Fraxinus
POINT (404240.544 5757979.526);00500;Fraxinus
POINT (404251.339 5757982.49);00500;Alnus
POINT (404257.107 5757988.152);00500;Carpinus
POINT (404555.299 5757654.064);03715;Pyrus
POINT (403545.863 5755541.475);04665;Carpinus
POINT (403538.726 5755532.991);04665;Acer
POINT (403534.38 5755528.228);04665;Carpinus
POINT (403528.637 5755522.661);04665;Prunus
POINT (403518.447 5755511.166);04665;Acer
POINT (403490.275 5755485.067);04665;Aesculus
POINT (403480.346 5755499.679);04665;Aesculus
POINT (403466.778 5755485.801);04665;Aesculus
POINT (403477.066 5755467.645);04665;Carpinus
POINT (403465.344 5755455.788);04665;Acer
POINT (403482.529 5755472.649);04665;Aesculus
POINT (403500.411 5755491.942);04665;Tilia
POINT (403505.664 5755498.269);04665;Acer
POINT (403502.764 5755494.765);04665;Prunus
POINT (403504.751 5755524.468);04665;Acer
POINT (403517.059 5755538.407);04665;Acer
POINT (403539.349 5755563.944);04665;Carpinus
POINT (403543.317 5755567.977);04665;Acer
POINT (403547.154 5755572.724);04665;Acer
POINT (404794.411 5756911.864);00985;Juglans
POINT (404689.676 5756865.707);00985;Celtis
POINT (407032.703 5757692.677);05170;Unbekannt
POINT (407010.261 5757697.914);05170;Taxus
POINT (406972.583 5757711.858);05170;Acer
POINT (407061.42 5757703.759);05170;Acer
POINT (407027.04 5757728.223);05170;Tilia
POINT (406668.85 5757857.53);02320;Carpinus
POINT (406667.222 5757868.607);02320;Carpinus
POINT (406632.968 5757799.049);01180;Prunus
POINT (406629.83 5757571.26);07455;Acer
POINT (406628.839 5757615.109);07455;Acer
POINT (404487.269 5756756.447);04778;Populus
POINT (406786.731 5757342.933);02155;Acer
POINT (406791.242 5757329.006);02155;Acer
POINT (406572.514 5750345.119);02740;Baumgruppe
POINT (405183.921 5757086.825);05460;Baum Amt62
POINT (404455.089 5758981.545);02270;Acer
POINT (404450.041 5758986.72);02270;Acer
POINT (404054.613 5756460.335);06568;Carpinus
POINT (403996.18 5756456.02);06568;Baum Amt62
POINT (404005.096 5756456.237);06568;Baum Amt62
POINT (403998.877 5756444.364);06568;Baum Amt62
POINT (403981.436 5756440.536);06568;Baum Amt62
POINT (403988.461 5756427.569);06568;Aesculus
POINT (403962.498 5756397.613);06568;Tilia
POINT (403953.01 5756391.302);06568;Tilia
POINT (403936.953 5756379.787);06568;Tilia
POINT (403923.242 5756369.207);06568;Malus-Hybride
POINT (403856.828 5756326.323);06568;Baum Amt62
POINT (403873.356 5756358.073);06568;Baum Amt62
POINT (403862.83 5756349.418);06568;Baum Amt62
POINT (403954.383 5756440.232);06568;Baum Amt62
POINT (403932.202 5756431.446);06568;Baum Amt62
POINT (403923.808 5756432.272);06568;Baum Amt62
POINT (403877.835 5756418.529);06568;Baum Amt62
POINT (403880.619 5756414.832);06568;Baum Amt62
POINT (403882.881 5756414.266);06568;Baum Amt62
POINT (403887.012 5756413.222);06568;Baum Amt62
POINT (403888.361 5756411.526);06568;Baum Amt62
POINT (403892.058 5756407.612);06568;Baum Amt62
POINT (403895.842 5756403.654);06568;Baum Amt62
POINT (403897.32 5756404.219);06568;Baum Amt62
POINT (403743.118 5756313.062);06568;Baum Amt62
POINT (403736.598 5756306.711);06568;Baum Amt62
POINT (403744.98 5756304.045);06568;Baum Amt62
POINT (403750.949 5756305.611);06568;Baum Amt62
POINT (403771.331 5756333.103);06568;Baum Amt62
POINT (403811.237 5756364.484);06568;Baum Amt62
POINT (403840.653 5756327.791);06568;Baum Amt62
POINT (403829.144 5756306.89);06568;Baum Amt62
POINT (403713.288 5756305.73);06568;Baum Amt62
POINT (403775.631 5756348.408);06568;Baum Amt62
POINT (403741.567 5756294.201);06568;Baum Amt62
POINT (403721.9 5756299.786);06568;Baum Amt62
POINT (403711.135 5756293.509);06568;Baum Amt62
POINT (403699.898 5756273.16);06568;Baum Amt62
POINT (403655.902 5756209.157);06568;Baum Amt62
POINT (403662.158 5756212.103);06568;Baum Amt62
POINT (403670.223 5756201.815);06568;Baum Amt62
POINT (403661.951 5756199.282);06568;Baum Amt62
POINT (403660.659 5756184.651);06568;Baum Amt62
POINT (403704.965 5756164.747);06568;Baum Amt62
POINT (403732.468 5756223.322);06568;Baum Amt62
POINT (403823.045 5756294.667);06568;Baum Amt62
POINT (403822.683 5756289.342);06568;Baum Amt62
POINT (403791.922 5756282.414);06568;Baum Amt62
POINT (403817.668 5756291.616);06568;Baum Amt62
POINT (405899.726 5760226.486);04932;Baum Amt62
POINT (405905.822 5760232.439);04932;Baum Amt62
POINT (405897.249 5760235.249);04932;Baum Amt62
POINT (405898.488 5760245.107);04932;Baum Amt62
POINT (405900.059 5760250.917);04932;Baum Amt62
POINT (405901.059 5760261.585);04932;Baum Amt62
POINT (405907.251 5760251.965);04932;Baum Amt62
POINT (405920.967 5760250.06);04932;Baum Amt62
POINT (405918.3 5760237.154);04932;Baum Amt62
POINT (405929.634 5760240.821);04932;Baum Amt62
POINT (405924.396 5760229.772);04932;Baum Amt62
POINT (405910.346 5760279.016);04932;Baum Amt62
POINT (405930.111 5760270.539);04932;Baum Amt62
POINT (405943.779 5760274.873);04932;Baum Amt62
POINT (405945.922 5760288.303);04932;Baum Amt62
POINT (405920.871 5760284.541);04932;Baum Amt62
POINT (405901.726 5760292.684);03635;Baum Amt62
POINT (405908.441 5760295.399);03635;Baum Amt62
POINT (405911.632 5760306.115);03635;Baum Amt62
POINT (405918.871 5760312.401);03635;Baum Amt62
POINT (405880.152 5760358.058);03635;Baum Amt62
POINT (404544.056 5757643.438);03715;Carpinus
POINT (407070.146 5757550.677);03130;Aesculus
POINT (407063.023 5757761.004);03130;Fraxinus
POINT (407059.491 5757776.261);03130;Fraxinus
POINT (406760.133 5756754.627);01845;Pyrus
POINT (406757.88 5756786.292);01845;Pyrus
POINT (406755.727 5756815.075);01845;Pyrus
POINT (406754.496 5756831.705);01845;Pyrus
POINT (406752.309 5756862.46);01845;Pyrus
POINT (406749.372 5756903.145);01845;Pyrus
POINT (406751.803 5756931.672);01845;Alnus
POINT (406747.187 5756939.009);01845;Alnus
POINT (405924.586 5760290.637);04932;Baum Amt62
POINT (405924.491 5760341.437);03635;Baum Amt62
POINT (405943.874 5760132.553);04932;Baum Amt62
POINT (406069.087 5759865.487);00691;Baum Amt62
POINT (405980.015 5760000.814);03635;Baum Amt62
POINT (405934.921 5760289.97);04932;Baum Amt62
POINT (405996.214 5760027.159);00691;Baum Amt62
POINT (406127.329 5759724.874);00691;Baum Amt62
POINT (405944.732 5760316.83);04932;Baum Amt62
POINT (405978.926 5760067.926);00691;Baum Amt62
POINT (406062.698 5759873.821);00691;Baum Amt62
POINT (406137.429 5757493.095);06175;Prunus
POINT (406142.44 5757492.399);06175;Prunus
POINT (406075.043 5756899.058);00840;Acer
POINT (406171.195 5757241.325);00840;Baum Amt62
POINT (406163.065 5757200.232);00840;Baum Amt62
POINT (406160.277 5757186.573);00840;Baum Amt62
POINT (406157.838 5757173.704);00840;Baum Amt62
POINT (406148.87 5757142.606);00840;Baum Amt62
POINT (404006.207 5757410.464);03680;Carpinus
POINT (404005.7 5757404.362);03680;Carpinus
POINT (404006.035 5757400.454);03680;Carpinus
POINT (403998.799 5757314.735);03680;Carpinus
POINT (403998.988 5757310.403);03680;Carpinus
POINT (403989.883 5757528.461);;Quercus
POINT (403956.639 5757841.17);05582;Standort
POINT (404101.414 5757653.645);04790;Carpinus
POINT (404178.839 5757074.889);06800;Carpinus
POINT (404182.731 5757077.452);06800;Carpinus
POINT (404186.196 5757080.086);06800;Carpinus
POINT (404896.233 5758312.366);04930;Robinia
POINT (404890.019 5758299.713);04930;Acer
POINT (404891.377 5758298.6);04930;Acer
POINT (404917.333 5758270.225);04930;Tilia
POINT (404938.846 5758256.429);04930;Tilia
POINT (404949.897 5758249.499);04930;Tilia
POINT (404964.823 5758240.451);04930;Tilia
POINT (404974.927 5758234.456);04930;Tilia
POINT (407200.794 5760417.746);00642;Baum Amt62
POINT (407341.316 5760859.728);03533;Baum Amt62
POINT (407339.049 5760855.397);03533;Baum Amt62
POINT (407197.889 5760750.087);00642;Baum Amt62
POINT (407299.102 5760667.823);00642;Baum Amt62
POINT (407202.446 5760661.489);00642;Baum Amt62
POINT (407190.796 5760675.861);00642;Baum Amt62
POINT (407248.45 5760610.434);00642;Baum Amt62
POINT (407409.321 5760721.201);03533;Baum Amt62
POINT (407465.664 5760738.328);03533;Baum Amt62
POINT (407391.205 5760639.114);00642;Baum Amt62
POINT (407188.195 5760550.498);00642;Baum Amt62
POINT (407189.805 5760565.45);00642;Baum Amt62
POINT (407188.611 5760743.047);03140;Platanus
POINT (407417.455 5760494.95);00642;Quercus
POINT (407168.02 5760407.33);00642;Baum Amt62
POINT (409505.949 5760781.858);01705;Tilia
POINT (409328.897 5760491.217);01705;Quercus
POINT (398537.898 5753737.478);01690;Crataegus
POINT (406684.637 5757895.222);06330;Corylus
POINT (407605.617 5757874.93);01945;Tilia
POINT (406010.026 5756645.663);02185;Tilia
POINT (406313.75 5759254.063);02265;Fraxinus
POINT (405271.623 5756294.785);02295;Fraxinus
POINT (405384.688 5755666.511);02705;Fagus
POINT (406875.999 5757949.083);01925;Aesculus
POINT (410882.433 5759898.915);02715;Tilia
POINT (410803.334 5760197.56);02715;Tilia
POINT (406041.381 5753848.663);06200;Acer
POINT (405637.726 5754167.791);02705;Quercus
POINT (405815.004 5750231.372);06557;Malus
POINT (400735.429 5751733.179);06848;Betula
POINT (401531.743 5751254.873);07210;Acer
POINT (408742.871 5751127.545);00470;Quercus
POINT (406686.791 5752176.219);03310;Carpinus
POINT (406378.818 5751103.925);04555;Quercus
POINT (403332.884 5747972.647);05185;Tilia
POINT (403146.626 5746598.829);05185;Tilia
POINT (404693.578 5748937.935);05265;Robinia
POINT (401263.106 5750042.468);02030;Acer
POINT (401331.971 5750350.428);02778;Quercus
POINT (400816.629 5751804.757);06848;Betula
POINT (406226.267 5751061.253);05637;Sophora
POINT (406887.681 5751279.572);04555;Prunus
POINT (408443.39 5753837.951);00105;Acer
POINT (408552.743 5753670.317);00105;Acer
POINT (408218.573 5754166.291);00105;Tilia
POINT (401138.688 5753711.732);07150;Carpinus
POINT (397561.839 5757004.492);01040;Tilia
POINT (397595.247 5756626.939);01040;Tilia
POINT (397636.825 5756229.54);01040;Tilia
POINT (412677.619 5752642.287);04925;Tilia
POINT (402349.141 5757905.506);05435;Fagus
POINT (412967.508 5755492.997);04016;Quercus
POINT (402848.911 5758764.443);02375;Carpinus
POINT (401223.784 5759099.344);06315;Tilia
POINT (402913.956 5758720.356);02375;Carpinus
POINT (413507.614 5752578.371);00235;Acer
POINT (411811.69 5751719.828);01295;Acer
POINT (414194.862 5752317.716);00235;Tilia
POINT (403750.537 5756943.372);06640;Carpinus
POINT (411852.675 5754343.957);04865;Tilia
POINT (412176.217 5753262.591);06202;Prunus
POINT (405750.528 5755687.181);02185;Carpinus
POINT (405044.383 5757467.234);00520;Acer
POINT (407000.688 5754014.363);04335;Populus
POINT (405160.78 5755243.294);01825;Fraxinus
POINT (404019.29 5754879.109);07150;Quercus
POINT (404789.558 5761650.464);02505;Quercus
POINT (403373.057 5757690.433);00108;Platanus
POINT (406195.858 5757930.119);02225;Platanus
POINT (406296.506 5759376.649);02265;Quercus
POINT (405391.309 5755619.801);02705;Carpinus
POINT (405445.209 5755062.412);02705;Acer
POINT (403184.916 5747645.715);05185;Tilia
POINT (404045.157 5748927.127);00795;Tilia
POINT (404026.115 5748574.148);07495;Tilia
POINT (400502.195 5750550.918);00387;Quercus
POINT (402294.298 5751056.332);02773;Quercus
POINT (408246.191 5751161.553);03885;Acer
POINT (409124.147 5751022.858);05288;Quercus
POINT (408524.643 5750871.362);02123;Sorbus
POINT (407465.204 5752170.418);03350;Betula
POINT (405580.912 5755067.951);01775;Acer
POINT (405728.688 5754997.081);03925;Tilia
POINT (407862.987 5754561.308);00105;Tilia
POINT (407913.877 5754638.046);03005;Acer
POINT (404283.943 5755148.065);07150;Ulmus
POINT (403869.469 5758539.226);00713;Acer
POINT (407032.105 5756918.965);07340;Tilia
POINT (404570.222 5756782.039);00985;Prunus
POINT (404398.904 5757560.602);05595;Betula
POINT (403031.694 5759166.995);03215;Carpinus
POINT (406960.94 5754980.613);00932;Quercus
POINT (409444.13 5754312.136);01015;Quercus
POINT (408932.995 5754140.333);02495;Betula
POINT (408688.524 5753838.676);03530;Betula
POINT (405023.39 5754919.986);05735;Carpinus
POINT (405886.999 5756155.2);00800;Prunus
POINT (407557.334 5754928.635);00105;Tilia
POINT (407568.014 5754916.886);00105;Tilia
POINT (403600.915 5758545.622);01400;Acer
POINT (408622.059 5756460.767);07340;Platanus
POINT (403561.046 5757865.3);00108;Aesculus
POINT (408600.122 5755528.357);03005;Quercus
POINT (406979.731 5753295.183);03767;Quercus
POINT (407607.029 5753299.843);03060;Quercus
POINT (407577.356 5753365.477);03060;Quercus
POINT (404182.141 5756345.29);03680;Acer
POINT (401119.17 5759030.147);06315;Tilia
POINT (401385.159 5758884.256);01508;Quercus
POINT (405426.856 5758522.301);03625;Tilia
POINT (406412.861 5756866.876);06216;Baum Amt62
POINT (406161.272 5759616.998);03635;Baum Amt62
POINT (406913.662 5756915.078);02735;Standort
POINT (405780.471 5759026.642);01325;Prunus
POINT (405787.559 5759023.991);01325;Acer
POINT (405806.377 5759016.17);01325;Carpinus
POINT (405813.057 5759013.722);01325;Tilia
POINT (405719.725 5759049.772);01325;Carpinus
POINT (405739.222 5759042.482);01325;Prunus
POINT (406135.776 5759648.95);03635;Baum Amt62
POINT (406139.552 5759642.124);03635;Baum Amt62
POINT (406002.706 5758360.96);05460;Carpinus
POINT (405999.74 5758357.15);05460;Fagus
POINT (406118.846 5759688.68);03635;Baum Amt62
POINT (406088.477 5759771.79);03635;Baum Amt62
POINT (406060.513 5759824.548);03635;Baum Amt62
POINT (406804.667 5757693.495);07050;Tilia
POINT (404411.861 5757059.09);00685;Tilia
POINT (407468.313 5756801.209);04265;Tilia
POINT (407245.298 5757053.108);04775;Betula
POINT (406510.762 5758931.728);02105;Betula
POINT (406484.992 5758862.696);02105;Betula
POINT (406606.544 5758936.724);05375;Tilia
POINT (406618.189 5758958.154);05375;Tilia
POINT (407447.096 5758594.243);03600;Quercus
POINT (406522.581 5757499.689);03525;Carpinus
POINT (406671.462 5757446.823);07455;Acer
POINT (406965.87 5757698.815);05170;Tilia
POINT (407048.325 5757702.485);05170;Pyrus
POINT (407173.849 5757396.635);04490;Alnus
POINT (407583.198 5758567.284);03600;Acer
POINT (407293.062 5758131.043);01735;Tilia
POINT (407219.988 5758132.805);01735;Tilia
POINT (406609.636 5758506.099);05375;Platanus
POINT (406510.227 5758503.275);03965;Fraxinus
POINT (406449.033 5758517.735);03965;Fraxinus
POINT (406270.178 5757674.649);02145;Platanus
POINT (406107.594 5758578.123);04650;Corylus
POINT (407552.781 5757293.747);04490;Acer
POINT (405896.903 5758351.774);05460;Tilia
POINT (406173.635 5757800.173);05460;Tilia
POINT (406157.12 5757901.289);05460;Tilia
POINT (406140.294 5757979.45);05460;Tilia
POINT (406089.929 5751098.665);03092;Prunus
POINT (404754.057 5761455.577);02505;Quercus
POINT (404796.794 5759436.681);03805;Corylus
POINT (404684.111 5759175.953);02505;Tilia
POINT (407798.182 5758220.039);01445;Platanus
POINT (403521.692 5762048.656);01200;Platanus
POINT (404322.815 5748242.736);01465;Tilia
POINT (407437.526 5757283.527);00655;Quercus
POINT (406199.801 5757734.681);02225;Fagus
POINT (405725.747 5753649.225);02705;Quercus
POINT (412366.297 5752734.972);01545;Tilia
POINT (404018.749 5756651.963);03680;Betula
POINT (413480.538 5752590.589);00235;Acer
POINT (403853.62 5758081.506);01788;Acer
POINT (400964.656 5759210.849);01584;Quercus
POINT (402929.694 5757501.113);05965;Tilia
POINT (401270.72 5759108.775);06315;Tilia
POINT (413924.002 5753807.96);01960;Tilia
POINT (401135.678 5759035.278);06315;Tilia
POINT (401481.592 5758150.716);01508;Quercus
POINT (403037.826 5757497.615);05965;Acer
POINT (410503.438 5755382.339);03101;Quercus
POINT (405100.195 5758660.427);03735;Robinia
POINT (405183.412 5758556.227);02040;Crataegus
POINT (404622.38 5760761.922);07185;Tilia
POINT (403177.874 5766485.452);03065;Quercus
POINT (405011.235 5766192.455);03430;Juglans
POINT (404722.285 5764530.265);03853;Acer
POINT (404814.706 5758961.273);04535;Robinia
POINT (405249.908 5758779.735);02350;Crataegus
POINT (405067.73 5758818.547);02435;Carpinus
POINT (405427.041 5758999.269);07240;Corylus
POINT (404716.74 5761731.643);04045;Carpinus
POINT (404777.722 5761718.485);04045;Tilia
POINT (408787.529 5755936.012);02835;Quercus
POINT (408625.519 5756108.066);02835;Quercus
POINT (407330.027 5756507.05);00804;Quercus
POINT (408381.027 5759479.093);01535;Fraxinus
POINT (404415.034 5765977.86);04146;Baumgruppe
POINT (405610.315 5758290.113);05460;Tilia
POINT (409599.363 5761529.042);02785;Tilia
POINT (409743.613 5764636.863);07138;Quercus
POINT (408612.293 5760460.285);04515;Tilia
POINT (403231.777 5767468.701);00575;Populus
POINT (403384.955 5766836.993);00575;Alnus
POINT (403410.961 5766736.723);00575;Alnus
POINT (404809.618 5756911.276);00985;Fagus
POINT (407148.027 5760408.647);00642;Baum Amt62
POINT (407142.215 5760357.478);00642;Baum Amt62
